VP_RS00510	108713	249
VP_RS00515	109531	100
VP_RS00520	109907	36
VP_RS00525	112072	436
VP_RS00530	112826	849
VP_RS00535	116001	23
VP_RS00540	116645	307
VP_RS00540	116679	289
VP_RS00545	118163	144
VP_RS00545	118199	90
VP_RS00555	120652	104
VP_RS00560	120652	143
VP_RS00565	122209	21
VP_RS00565	122241	66
VP_RS00570	122213	244
VP_RS00580	125771	5
VP_RS00580	126025	6
VP_RS00590	128674	3
VP_RS00595	129409	831
VP_RS00600	133262	157
VP_RS00600	133304	358
VP_RS00610	133861	12
VP_RS00610	133891	33
VP_RS00615	135985	3
VP_RS00620	135985	44
VP_RS00625	136981	8
VP_RS00635	139091	21
VP_RS00635	139123	76
VP_RS00640	141082	153
VP_RS00645	141085	5
VP_RS00650	143825	5
VP_RS00670	148994	215
VP_RS00675	149559	12
VP_RS00680	149924	3
VP_RS00690	151606	4
VP_RS00700	154060	15
VP_RS00705	154060	36
VP_RS00710	154238	16
VP_RS00720	155917	370
VP_RS00730	158866	14
VP_RS00735	158867	51
VP_RS00740	158829	7
VP_RS00745	163425	10
VP_RS00745	163478	8
VP_RS00750	164059	19
VP_RS00755	165531	26
VP_RS00760	165525	134
VP_RS00765	166892	6
VP_RS00770	166857	5
VP_RS00775	168504	3
VP_RS00780	170629	25
VP_RS00785	171438	81
VP_RS00790	173524	1253
VP_RS00795	173524	58
VP_RS00800	173524	1
VP_RS00815	175912	1
VP_RS00815	176838	1
VP_RS00815	177065	1
VP_RS00815	177271	1
VP_RS00820	177591	1
VP_RS00820	177842	1
VP_RS00830	179984	1
VP_RS00835	184661	1
VP_RS00835	184873	1
VP_RS00835	185719	1
VP_RS00840	185719	1
VP_RS00840	186733	1
VP_RS00840	187152	1
VP_RS00860	189734	18
VP_RS00865	189708	55
VP_RS00865	189743	35
VP_RS00870	191592	465
VP_RS00875	192356	102
VP_RS00880	192329	35
VP_RS00890	193982	8
VP_RS00895	197160	2
VP_RS00895	197201	5
VP_RS00900	198505	1
VP_RS00905	198696	9859
VP_RS00910	198696	9565
VP_RS00915	200314	17
VP_RS00935	203246	10
VP_RS00940	203218	16
VP_RS00940	203260	8
VP_RS01020	219495	142
VP_RS01025	219465	80
VP_RS01040	222443	25
VP_RS01050	224634	346
VP_RS01055	225717	87
VP_RS01060	225718	59
VP_RS01070	229401	723
VP_RS01100	238050	74
VP_RS01145	247431	101
VP_RS01150	247431	165
VP_RS01160	250877	357
VP_RS01165	251849	250
VP_RS01170	251776	1
VP_RS01170	251904	1
VP_RS01175	253516	1664
VP_RS01185	255510	92
VP_RS01190	255440	4
VP_RS01200	256692	79
VP_RS01205	258389	515
VP_RS01210	258361	106
VP_RS01210	258400	99
VP_RS01220	260079	118
VP_RS01225	260079	48
VP_RS01230	262167	86
VP_RS01235	262856	27
VP_RS01240	263988	3
VP_RS01245	267039	1656
VP_RS01250	269043	5417
VP_RS01255	269043	4246
VP_RS01255	272442	1663
VP_RS01260	269043	3198
VP_RS01260	272442	2043
VP_RS01265	270335	4097
VP_RS01265	272442	2391
VP_RS01270	271725	2810
VP_RS01270	272442	2931
VP_RS01275	272442	7136
VP_RS01280	272442	6845
VP_RS01285	272442	6150
VP_RS01290	272442	6586
VP_RS01295	272442	6744
VP_RS01300	272442	6146
VP_RS01305	273374	4189
VP_RS01310	273374	4665
VP_RS01315	273966	3009
VP_RS01320	274205	2354
VP_RS01325	275989	3478
VP_RS01330	275989	3468
VP_RS01330	276916	1745
VP_RS01335	275989	2760
VP_RS01335	276916	2054
VP_RS01340	276916	2363
VP_RS01340	278178	1595
VP_RS01345	276916	3385
VP_RS01345	278178	2796
VP_RS01350	276916	3167
VP_RS01350	278178	3233
VP_RS01355	278178	2853
VP_RS01360	278178	3628
VP_RS01360	281145	1613
VP_RS01365	279997	3306
VP_RS01365	281145	3994
VP_RS01370	279997	2804
VP_RS01370	281145	4443
VP_RS01375	280273	1998
VP_RS01375	281145	5049
VP_RS01380	281145	6606
VP_RS01385	281145	7694
VP_RS01390	281166	161
VP_RS01395	281807	555
VP_RS01400	283358	76
VP_RS01405	283325	11
VP_RS01410	285410	33
VP_RS01415	285378	29
VP_RS01420	286062	46
VP_RS01420	286098	24
VP_RS01435	291752	6
VP_RS01450	294264	11
VP_RS01455	295489	11
VP_RS01455	295529	4
VP_RS01460	295489	1
VP_RS01465	296973	1
VP_RS01465	296987	1
VP_RS01465	297102	1
VP_RS01480	299255	34
VP_RS01485	300324	2
VP_RS01485	300485	1
VP_RS01485	300695	1
VP_RS01490	300308	63
VP_RS01505	307149	9
VP_RS01505	307536	20
VP_RS01510	307536	27
VP_RS01515	307510	95
VP_RS01515	307540	42
VP_RS01520	308168	128
VP_RS01525	311716	19
VP_RS01530	311716	41
VP_RS01535	312865	6
VP_RS01540	314624	1
VP_RS01545	315162	24
VP_RS01550	315132	190
VP_RS01555	315132	1
VP_RS01555	315309	1
VP_RS01555	315450	1
VP_RS01560	318452	231
VP_RS01565	319846	210
VP_RS01570	321690	39
VP_RS01570	321729	110
VP_RS01575	322051	7
VP_RS01580	322027	392
VP_RS01585	323965	8871
VP_RS01590	323965	9209
VP_RS01595	325343	208
VP_RS01605	327293	7
VP_RS01610	327293	85
VP_RS01615	327263	34
VP_RS01625	328537	111
VP_RS01645	335246	14
VP_RS01650	335012	1
VP_RS01650	335284	1
VP_RS01655	336166	206
VP_RS01660	336166	53
VP_RS01675	342451	2
VP_RS01680	343191	1
VP_RS01690	345819	553
VP_RS01695	347900	53
VP_RS01700	350545	6
VP_RS01705	350545	19
VP_RS01710	352493	1
VP_RS01710	352863	1
VP_RS01710	353006	1
VP_RS01715	352528	269
VP_RS01720	353357	1093
VP_RS01730	357978	66
VP_RS01730	358019	51
VP_RS01735	358580	18
VP_RS01745	360873	1
VP_RS01745	361034	2
VP_RS01750	360713	3
VP_RS01765	366327	1
VP_RS01765	366368	1
VP_RS01770	365932	1
VP_RS01770	365995	1
VP_RS01770	366285	1
VP_RS01775	368444	13
VP_RS01780	369026	5
VP_RS01785	370256	1
VP_RS01800	375948	6
VP_RS01805	375919	4
VP_RS01805	375959	4
VP_RS01815	379098	9
VP_RS01820	379628	97
VP_RS01825	379584	13
VP_RS01830	384387	1
VP_RS01840	382689	4
VP_RS01845	383847	2
VP_RS01845	383952	2
VP_RS01850	385731	22
VP_RS01855	386276	15
VP_RS01855	386357	26
VP_RS01855	386410	18
VP_RS01870	391331	5
VP_RS01875	391308	1
VP_RS01875	391364	1
VP_RS01885	393394	9
VP_RS01890	393161	2
VP_RS01900	398303	1
VP_RS01905	399465	2
VP_RS01905	399909	1
VP_RS01910	399785	5
VP_RS01915	401507	5
VP_RS01925	403725	17
VP_RS01930	403943	308
VP_RS01940	407798	9676
VP_RS01945	407798	11148
VP_RS01950	409832	135
VP_RS01955	410800	13
VP_RS01960	410769	5
VP_RS01975	413311	11
VP_RS01975	413344	23
VP_RS01980	413314	8
VP_RS01980	413344	3
VP_RS01985	417061	5
VP_RS01990	417073	19
VP_RS01995	417045	232
VP_RS02000	417823	249
VP_RS02005	419203	164
VP_RS02010	421750	8
VP_RS02010	421787	27
VP_RS02015	421711	1
VP_RS02020	423943	1
VP_RS02020	423953	2
VP_RS02030	428415	130
VP_RS02035	428520	505
VP_RS02045	431368	24
VP_RS02050	432126	22
VP_RS02055	432906	15
VP_RS02065	437164	4
VP_RS02065	437192	8
VP_RS02070	437165	19
VP_RS02075	438322	213
VP_RS02075	438367	83
VP_RS02080	440106	148
VP_RS02085	443028	9
VP_RS02085	443069	9
VP_RS02090	443069	13535
VP_RS02095	443069	13550
VP_RS02105	446196	75
VP_RS02110	446196	218
VP_RS02115	447386	771
VP_RS02120	447386	997
VP_RS02125	447362	132
VP_RS02130	447362	55
VP_RS02140	449024	14
VP_RS02145	451885	90
VP_RS02150	452466	121
VP_RS02165	455673	1
VP_RS02165	455698	1
VP_RS02165	455888	1
VP_RS02165	457136	1
VP_RS02215	468314	116
VP_RS02215	469302	140
VP_RS02220	469302	898
VP_RS02225	469272	71
VP_RS02230	472978	28
VP_RS02235	474333	6
VP_RS02235	474362	8
VP_RS02240	474333	28
VP_RS02240	474362	53
VP_RS02250	479242	6
VP_RS02250	479275	8
VP_RS02255	479246	1
VP_RS02255	479616	1
VP_RS02255	479633	2
VP_RS02270	481873	2
VP_RS02275	482842	34
VP_RS02280	483496	8
VP_RS02290	485304	123
VP_RS02300	486611	12
VP_RS02310	492881	9
VP_RS02315	494144	1
VP_RS02320	501067	1
VP_RS02320	502363	1
VP_RS02325	502490	1
VP_RS02330	505045	1
VP_RS02330	505410	1
VP_RS02330	505583	1
VP_RS02335	505410	53
VP_RS02340	505386	440
VP_RS02345	507572	7
VP_RS02350	507552	17
VP_RS02355	507293	1
VP_RS02355	507350	1
VP_RS02355	507394	1
VP_RS02365	513297	7
VP_RS02370	513292	51
VP_RS02375	513333	1624
VP_RS02380	515053	25
VP_RS02385	515981	40
VP_RS02390	516779	9
VP_RS02390	516835	21
VP_RS02395	516799	2
VP_RS02395	516810	1
VP_RS02400	519244	37
VP_RS02405	520133	195
VP_RS02410	520108	109
VP_RS02420	523916	12
VP_RS02425	523899	148
VP_RS02430	525639	7
VP_RS02435	526438	85
VP_RS02440	528256	18
VP_RS02445	529631	143
VP_RS02450	531034	324
VP_RS02450	531058	276
VP_RS02455	532640	45
VP_RS02460	533488	3
VP_RS02460	534152	1
VP_RS02465	533363	11
VP_RS02475	534831	14
VP_RS02480	537010	93
VP_RS02485	539176	1
VP_RS02485	539252	1
VP_RS02495	541694	34
VP_RS02500	541695	170
VP_RS02505	541673	45
VP_RS02510	543120	30
VP_RS02515	546290	15
VP_RS02520	546289	139
VP_RS02525	546332	615
VP_RS02530	548505	1
VP_RS02530	548694	1
VP_RS02530	549138	1
VP_RS02530	551976	1
VP_RS02540	552420	86
VP_RS02540	552463	83
VP_RS02545	553050	101
VP_RS02550	554608	33
VP_RS02555	554608	111
VP_RS02560	554595	10
VP_RS02565	554566	1
VP_RS02565	555254	1
VP_RS02570	557158	30
VP_RS02575	559841	9
VP_RS02580	559833	15
VP_RS02585	559814	30
VP_RS02585	559844	12
VP_RS02595	563082	78
VP_RS02600	565495	16
VP_RS02605	565495	60
VP_RS02610	565478	39
VP_RS02615	565478	35
VP_RS02620	567130	370
VP_RS02625	571552	4
VP_RS02630	571550	125
VP_RS02635	571526	68
VP_RS02640	571527	16
VP_RS02645	573511	2431
VP_RS02655	575790	225
VP_RS02660	577862	148
VP_RS02665	578440	85
VP_RS02670	581149	79
VP_RS02670	581179	186
VP_RS02675	583208	16
VP_RS02680	583410	23
VP_RS02680	583532	16
VP_RS02685	583440	9
VP_RS02685	583532	16
VP_RS02690	586690	1
VP_RS02690	586829	1
VP_RS02695	586829	1
VP_RS02695	587019	1
VP_RS02695	587054	1
VP_RS02695	588088	1
VP_RS02700	587054	1
VP_RS02700	587318	1
VP_RS02700	588088	1
VP_RS02705	587054	1
VP_RS02705	587318	1
VP_RS02705	588088	1
VP_RS02710	587819	17
VP_RS02720	589235	8
VP_RS02725	589196	313
VP_RS02730	589196	192
VP_RS02735	591010	107
VP_RS02740	592979	54
VP_RS02745	594945	1
VP_RS02750	595195	6
VP_RS02755	595175	6
VP_RS02760	595576	1
VP_RS02760	596307	1
VP_RS02760	596520	1
VP_RS02780	604507	26
VP_RS02785	604475	24
VP_RS02795	606262	14483
VP_RS02800	608129	6
VP_RS02800	608177	20
VP_RS02805	610359	1
VP_RS02805	610927	1
VP_RS02815	611821	40
VP_RS02830	616457	49
VP_RS02835	617076	235
VP_RS02840	619806	53
VP_RS02845	619806	122
VP_RS02850	619908	747
VP_RS02865	624536	74
VP_RS02870	624536	283
VP_RS02875	624536	348
VP_RS02885	627534	31
VP_RS02890	627499	88
VP_RS02890	627534	191
VP_RS02895	627534	313
VP_RS02900	629501	69
VP_RS02905	629498	179
VP_RS02910	630834	204
VP_RS02915	632199	10
VP_RS02925	634674	90
VP_RS02930	636543	181
VP_RS02935	636543	346
VP_RS02940	638195	197
VP_RS02945	639788	1
VP_RS02945	639872	1
VP_RS02950	639868	24
VP_RS02955	639737	18
VP_RS02960	642905	83
VP_RS02965	644519	44
VP_RS02965	644541	71
VP_RS02970	646218	1
VP_RS02970	646328	1
VP_RS02975	648924	1
VP_RS02980	648925	1589
VP_RS02985	650098	11
VP_RS02990	650111	1
VP_RS02995	651889	2
VP_RS03000	654295	1
VP_RS03000	654400	1
VP_RS03000	656833	1
VP_RS03005	656298	2
VP_RS03005	656457	1
VP_RS03005	656833	1
VP_RS03010	656299	6
VP_RS03015	655583	1
VP_RS03015	656281	1
VP_RS03020	659675	3
VP_RS03020	660417	1
VP_RS03025	661601	1
VP_RS03025	662417	1
VP_RS03030	662014	1
VP_RS03030	662040	1
VP_RS03030	662495	1
VP_RS03035	662019	24
VP_RS03035	662052	12
VP_RS03040	663536	35
VP_RS03045	664340	4
VP_RS03050	665648	1
VP_RS03050	665909	1
VP_RS03060	668470	1
VP_RS03065	670231	1
VP_RS03065	671121	1
VP_RS03070	670601	3
VP_RS03075	672545	1
VP_RS03080	672545	1
VP_RS03085	672456	16
VP_RS03090	674398	1246
VP_RS03095	674365	473
VP_RS03095	674627	306
VP_RS03100	676275	209
VP_RS03105	676275	254
VP_RS03110	676247	197
VP_RS03115	676880	39
VP_RS03120	678706	22
VP_RS03125	680143	9
VP_RS03130	681877	265
VP_RS03135	683572	2
VP_RS03140	685860	851
VP_RS03145	687177	24
VP_RS03150	687148	2
VP_RS03155	688285	1
VP_RS03155	688796	1
VP_RS03155	689443	1
VP_RS03160	689255	1
VP_RS03160	689443	1
VP_RS03160	689982	1
VP_RS03160	690287	1
VP_RS03165	690287	1
VP_RS03170	690891	2
VP_RS03170	691193	2
VP_RS03175	692476	9
VP_RS03180	693170	29
VP_RS03185	693585	3
VP_RS03190	699451	2
VP_RS03195	700016	79
VP_RS03195	700050	271
VP_RS03200	700022	12
VP_RS03205	700670	113
VP_RS03210	702718	1294
VP_RS03215	702690	128
VP_RS03215	702731	74
VP_RS03220	706571	37
VP_RS03225	707302	465
VP_RS03230	709111	17
VP_RS03235	709111	48
VP_RS03235	709141	41
VP_RS03240	711680	131
VP_RS03245	711680	261
VP_RS03270	716431	1750
VP_RS03275	716431	1420
VP_RS03280	718046	19
VP_RS03285	718046	63
VP_RS03290	718015	38
VP_RS03310	723138	1
VP_RS03315	724918	203
VP_RS03330	728427	11
VP_RS03335	728430	70
VP_RS03340	728400	1
VP_RS03345	729344	4
VP_RS03350	730213	31
VP_RS03350	730237	10
VP_RS03355	731776	2
VP_RS03355	731877	2
VP_RS03355	731913	2
VP_RS03360	733405	1
VP_RS03365	735904	71
VP_RS03365	735973	45
VP_RS03370	738359	76
VP_RS03375	738338	52
VP_RS03375	738359	98
VP_RS03380	738343	79
VP_RS03385	738347	4
VP_RS03390	739776	4
VP_RS03395	741887	230
VP_RS03400	742965	12
VP_RS03405	744528	84
VP_RS03410	746337	190
VP_RS03415	746307	10
VP_RS03425	748966	6
VP_RS03430	751349	319
VP_RS03435	751429	451
VP_RS03440	751429	100
VP_RS03445	753234	124
VP_RS03445	753267	107
VP_RS03450	753644	124
VP_RS03470	758755	73
VP_RS03475	758755	65
VP_RS03490	761367	302
VP_RS03495	764730	354
VP_RS03500	764712	26
VP_RS03500	764748	19
VP_RS03505	766236	695
VP_RS03510	766236	328
VP_RS03510	767272	181
VP_RS03520	768919	140
VP_RS03525	771857	8
VP_RS03525	771885	23
VP_RS03530	771931	256
VP_RS03535	771931	680
VP_RS03540	771931	872
VP_RS03545	771931	1120
VP_RS03550	771931	1366
VP_RS03555	771931	1525
VP_RS03560	772711	1655
VP_RS03565	772711	1717
VP_RS03570	772711	1613
VP_RS03575	772711	1765
VP_RS03580	773191	1533
VP_RS03585	773191	1635
VP_RS03590	773191	1636
VP_RS03595	773191	1446
VP_RS03600	773191	1463
VP_RS03605	773191	1308
VP_RS03610	773191	976
VP_RS03615	773551	744
VP_RS03620	773476	221
VP_RS03620	773551	264
VP_RS03635	774441	2
VP_RS03640	774739	140
VP_RS03640	774779	45
VP_RS03645	774739	60
VP_RS03650	776590	1538
VP_RS03670	781716	198
VP_RS03685	784700	47
VP_RS03690	784700	224
VP_RS03695	786589	7
VP_RS03695	786634	18
VP_RS03700	787185	367
VP_RS03705	787160	59
VP_RS03715	789053	3
VP_RS03720	789632	1
VP_RS03720	789684	1
VP_RS03720	789694	1
VP_RS03720	789740	1
VP_RS03725	789834	5
VP_RS03725	789888	6
VP_RS03730	794021	1
VP_RS03735	795169	6
VP_RS03740	795139	75
VP_RS03745	795141	4
VP_RS03750	800008	8
VP_RS03750	800080	9
VP_RS03755	800758	25
VP_RS03760	802351	440
VP_RS03765	803965	515
VP_RS03770	804020	22
VP_RS03775	804878	50
VP_RS03780	804878	12
VP_RS03785	807618	35
VP_RS03790	807618	61
VP_RS03795	807580	18
VP_RS03800	807864	95
VP_RS03810	811202	56
VP_RS03815	811202	331
VP_RS03820	814456	147
VP_RS03825	814455	174
VP_RS03830	814456	275
VP_RS03835	814456	431
VP_RS03860	819108	15
VP_RS03860	819151	26
VP_RS03865	821805	1
VP_RS03870	822511	4
VP_RS03875	824375	150
VP_RS03880	825850	10
VP_RS03890	827085	2366
VP_RS03895	827085	132
VP_RS03900	829574	411
VP_RS03905	830133	56
VP_RS03905	830165	30
VP_RS03910	831273	39
VP_RS03915	833263	22
VP_RS03915	833302	57
VP_RS03920	835384	1
VP_RS03930	837297	5
VP_RS03935	838013	165
VP_RS03940	838017	98
VP_RS03945	839543	52
VP_RS03950	840534	10
VP_RS03955	841677	5
VP_RS03970	845462	2
VP_RS03975	845462	2
VP_RS23530	846268	16
VP_RS03980	846231	21
VP_RS03980	846270	79
VP_RS03990	846078	1
VP_RS03995	847325	104
VP_RS03995	847361	36
VP_RS04000	847325	20
VP_RS04005	850986	136
VP_RS04010	851978	452
VP_RS04015	852990	9
VP_RS04015	853030	23
VP_RS04020	853004	7
VP_RS04020	853050	3
VP_RS04025	855334	75
VP_RS04030	855306	4
VP_RS04030	855360	3
VP_RS04035	857234	30
VP_RS04040	858916	34
VP_RS04050	863433	102
VP_RS04055	865336	907
VP_RS04060	865373	731
VP_RS04065	866605	1
VP_RS04065	866852	1
VP_RS04070	866584	633
VP_RS04075	866584	450
VP_RS04080	867462	19
VP_RS04085	868998	362
VP_RS04090	870731	102
VP_RS04095	870696	3
VP_RS04100	872471	169
VP_RS04105	872436	112
VP_RS04125	877516	56
VP_RS04135	881712	49
VP_RS04140	883908	56
VP_RS04145	883908	121
VP_RS04150	883883	25
VP_RS04160	886740	8
VP_RS04175	893628	1
VP_RS04175	893731	1
VP_RS04175	893775	1
VP_RS04175	893874	1
VP_RS04180	893778	29
VP_RS04185	893744	76
VP_RS04190	894317	299
VP_RS04195	896993	22
VP_RS04200	896975	41
VP_RS04210	900773	129
VP_RS04215	901786	23
VP_RS04220	901786	70
VP_RS04230	904413	76
VP_RS04235	905587	90
VP_RS04240	905557	624
VP_RS04245	905557	456
VP_RS04255	908904	39
VP_RS04255	908939	47
VP_RS04260	908904	64
VP_RS04260	908939	68
VP_RS04265	909939	6
VP_RS04270	911463	20
VP_RS04275	911440	281
VP_RS04280	912666	3
VP_RS04285	914563	1
VP_RS04285	914630	1
VP_RS04285	914856	1
VP_RS04290	914533	32
VP_RS04295	914533	19
VP_RS04315	918177	1
VP_RS04315	918307	1
VP_RS04315	918709	1
VP_RS04355	927593	89
VP_RS04360	927593	69
VP_RS04365	927347	1
VP_RS04365	928139	1
VP_RS04365	928277	1
VP_RS04370	929024	8
VP_RS04380	932680	4
VP_RS04385	932683	16
VP_RS04390	933554	1
VP_RS04390	934121	1
VP_RS04395	933442	1
VP_RS04395	933467	1
VP_RS04400	936358	66
VP_RS04410	938688	10
VP_RS04420	942864	11
VP_RS04420	942909	10
VP_RS04425	944555	1
VP_RS04425	944606	1
VP_RS04425	944728	1
VP_RS04430	945762	2
VP_RS04430	945796	1
VP_RS04445	947872	7
VP_RS04450	946971	1
VP_RS04450	947499	1
VP_RS04450	947876	1
VP_RS04450	947934	1
VP_RS04465	953201	917
VP_RS04470	955241	100
VP_RS04475	955241	306
VP_RS04480	957743	33
VP_RS04485	958268	805
VP_RS04490	960220	120
VP_RS04490	960259	117
VP_RS04495	960730	8
VP_RS04510	961841	10
VP_RS04520	963861	168
VP_RS04530	968426	6
VP_RS04540	970091	62
VP_RS04545	971230	50
VP_RS04550	972684	7
VP_RS04550	972905	13
VP_RS04560	972837	7
VP_RS04575	977684	284
VP_RS04580	978070	93
VP_RS04585	978070	304
VP_RS04590	978070	270
VP_RS04590	978280	271
VP_RS04595	978070	237
VP_RS04595	978446	454
VP_RS04600	978070	197
VP_RS04600	978446	423
VP_RS04605	978279	394
VP_RS04615	983558	1
VP_RS04620	983932	1
VP_RS04620	983942	2
VP_RS04620	983982	1
VP_RS04625	983957	31
VP_RS04625	983992	14
VP_RS04630	985171	65
VP_RS04640	986976	3
VP_RS04645	990400	1
VP_RS04645	990434	3
VP_RS04650	990410	59
VP_RS04650	990443	21
VP_RS04655	992107	754
VP_RS04660	992079	8
VP_RS04665	993590	3
VP_RS04680	996742	65
VP_RS04685	996693	51
VP_RS04690	998961	45
VP_RS04695	999689	30
VP_RS04695	999717	54
VP_RS04700	1002180	20
VP_RS04700	1002216	13
VP_RS04705	1003292	331
VP_RS04710	1003377	23
VP_RS04715	1004668	7
VP_RS04720	1007352	293
VP_RS04735	1009967	164
VP_RS04735	1010048	292
VP_RS04740	1011406	19
VP_RS04745	1011406	122
VP_RS04750	1013213	47
VP_RS04750	1013254	44
VP_RS04755	1013223	8
VP_RS04760	1014026	113
VP_RS04785	1022339	7
VP_RS04785	1022360	6
VP_RS04785	1022400	6
VP_RS04790	1022374	37
VP_RS04790	1022413	21
VP_RS04805	1029042	22
VP_RS04810	1029039	408
VP_RS04815	1029039	427
VP_RS04820	1029016	1
VP_RS04835	1034339	185
VP_RS04840	1034985	2
VP_RS04845	1035814	479
VP_RS04850	1036708	57
VP_RS04855	1037817	887
VP_RS04860	1040416	150
VP_RS04865	1043936	8
VP_RS04870	1045189	2
VP_RS04880	1047334	1
VP_RS04880	1047677	1
VP_RS04885	1047334	1
VP_RS04890	1050169	3
VP_RS04890	1050203	9
VP_RS04895	1050184	131
VP_RS04900	1050184	29
VP_RS04900	1051140	54
VP_RS04905	1051139	29
VP_RS04915	1051145	2
VP_RS04920	1056285	6
VP_RS04925	1057194	17
VP_RS04930	1057172	36
VP_RS04930	1057209	15
VP_RS04935	1060569	35
VP_RS04940	1060542	9
VP_RS04950	1064235	69
VP_RS04955	1065362	1
VP_RS04955	1065398	1
VP_RS04960	1065374	363
VP_RS04965	1065667	8
VP_RS04980	1069134	65
VP_RS04985	1069105	29
VP_RS04990	1072537	6
VP_RS04995	1075807	13
VP_RS05000	1075769	18
VP_RS05000	1075807	34
VP_RS05005	1076742	14
VP_RS05010	1076707	14
VP_RS05015	1076719	1
VP_RS05015	1076758	1
VP_RS05015	1076860	1
VP_RS05020	1077892	335
VP_RS05025	1078964	64
VP_RS05030	1080231	13
VP_RS05030	1080406	23
VP_RS05035	1082128	92
VP_RS05040	1082108	17
VP_RS05040	1082136	31
VP_RS05060	1090392	11
VP_RS23535	1090431	43
VP_RS05065	1090833	294
VP_RS05080	1094230	62
VP_RS05090	1096236	15
VP_RS05095	1099258	425
VP_RS05100	1100036	12
VP_RS05110	1103187	31
VP_RS05115	1103189	62
VP_RS05120	1106847	196
VP_RS05125	1106847	514
VP_RS05130	1106847	1006
VP_RS05135	1106847	974
VP_RS05150	1108579	55
VP_RS05160	1111588	21
VP_RS05165	1111595	1217
VP_RS05165	1112276	647
VP_RS05170	1112276	616
VP_RS05175	1113603	203
VP_RS05180	1115765	1
VP_RS05185	1115773	2
VP_RS05190	1115763	4
VP_RS05195	1116905	1
VP_RS05200	1116872	168
VP_RS05210	1121124	10
VP_RS05210	1121201	14
VP_RS05215	1121201	22
VP_RS05220	1122402	1
VP_RS05220	1122430	1
VP_RS05220	1123031	1
VP_RS05225	1124713	28
VP_RS05240	1126475	5
VP_RS05245	1126269	221
VP_RS05245	1126491	336
VP_RS05250	1129131	1
VP_RS05255	1128960	5
VP_RS05270	1133945	1
VP_RS05285	1139074	2
VP_RS05305	1143656	5
VP_RS05310	1145740	6
VP_RS05310	1145770	9
VP_RS05320	1150520	69
VP_RS05325	1151160	94
VP_RS05330	1151018	1
VP_RS05335	1153841	1
VP_RS05335	1153956	1
VP_RS05340	1153814	2
VP_RS05345	1154418	1
VP_RS05350	1156351	42
VP_RS05355	1157234	61
VP_RS05360	1159401	59
VP_RS05365	1160658	8
VP_RS05370	1160628	63
VP_RS05370	1160667	26
VP_RS05375	1162542	118
VP_RS05375	1162576	258
VP_RS05380	1165993	1
VP_RS05385	1166465	46
VP_RS05395	1169208	511
VP_RS05400	1170540	1
VP_RS05400	1170858	1
VP_RS05400	1170989	1
VP_RS05405	1171585	4
VP_RS05410	1171406	7
VP_RS05410	1171581	6
VP_RS05420	1174132	1
VP_RS05420	1175352	1
VP_RS05420	1175839	1
VP_RS05425	1175377	1
VP_RS05425	1175839	1
VP_RS05430	1175839	1
